state,county,County_name,Civilian_labor_force_2019,Unemployed_2019,Unemployment_rate_2019,State_Abbr,less_than_high_school,high_school_diploma,some_college,bach_degree,CENSUS_2010_POP,ESTIMATES_BASE_2010,POP_ESTIMATE_2019,N_POP_CHG_2019,Births_2019,Deaths_2019,NATURAL_INC_2019,INTERNATIONAL_MIG_2019,DOMESTIC_MIG_2019,NET_MIG_2019,RESIDUAL_2019,GQ_ESTIMATES_2019,R_birth_2019,R_death_2019,R_NATURAL_INC_2019,R_INTERNATIONAL_MIG_2019,R_DOMESTIC_MIG_2019,R_NET_MIG_2019,cases,deaths
12,049,Hardee County,8502,428,5,FL,4198,8304,3019,1802,27731,27737,26937,-231,339,193,146,-2,-376,-378,1,1595,12.531189354,7.134275945,5.396913409,-0.073930321,-13.89890029,-13.97283061,1625,16
12,051,Hendry County,15587,907,5.8,FL,8664,8806,5736,2079,39140,39143,42022,686,576,356,220,341,126,467,-1,696,13.819909307,8.541471724,5.278437582,8.181578253,3.023105161,11.204683414,2242,44
12,053,Hernando County,71923,3017,4.2,FL,17202,49681,45761,23896,172778,172778,193920,3338,1597,2850,-1253,50,4530,4580,11,1833,8.306848859,14.824370224,-6.517521365,0.260076671,23.562946357,23.823023027,3812,175
12,055,Highlands County,36094,1642,4.5,FL,11910,29677,23220,13240,98786,98784,106221,1288,854,1627,-773,258,1799,2057,4,1733,8.088882995,15.410553435,-7.32167044,2.443714067,17.039696146,19.483410212,2706,118
12,057,Hillsborough County,750269,23152,3.1,FL,108569,254006,267602,305581,1229226,1229202,1471968,20049,17267,11696,5571,5266,9183,14449,29,23499,11.81098996,8.000309178,3.810680782,3.602054389,6.281364499,9.883418887,48669,816
12,059,Holmes County,6947,246,3.5,FL,3173,5489,3955,1444,19927,19923,19617,174,198,250,-52,-3,228,225,1,1759,10.138248848,12.800819252,-2.662570405,-0.153609831,11.674347158,11.520737327,932,12
12,061,Indian River County,65457,2508,3.8,FL,13034,34393,35433,32781,138028,138028,159923,2736,1283,2177,-894,205,3407,3612,18,1328,8.091829334,13.730251332,-5.638421999,1.292926745,21.4878118,22.780738545,3927,125
12,063,Jackson County,17145,623,3.6,FL,6825,13242,10551,4752,49746,49764,46414,-1698,502,636,-134,29,-1606,-1577,13,6320,10.62141633,13.456615111,-2.835198781,0.613587796,-33.98006898,-33.36648118,3162,83
12,065,Jefferson County,5623,187,3.3,FL,1956,3632,2918,2404,14761,14761,14246,-75,122,146,-24,6,-56,-50,-1,1270,8.541323905,10.221584346,-1.68026044,0.420065110,-3.920607694,-3.500542584,682,9
12,067,Lafayette County,2855,86,3,FL,1467,2507,1203,969,8870,8868,8422,-269,63,77,-14,-5,-254,-259,4,1261,7.362823584,8.999006603,-1.636183019,-0.584351078,-29.68503477,-30.26938585,1279,16
12,069,Lake County,159027,5108,3.2,FL,26405,81305,83228,56151,297052,297047,367118,10398,3388,4431,-1043,215,11162,11377,64,3947,9.361210658,12.243070963,-2.881860306,0.594055576,30.841155065,31.435210641,8729,227
12,071,Lee County,348027,10911,3.1,FL,64525,165834,157968,149514,618754,618755,770577,16107,6760,7950,-1190,2183,15043,17226,71,8475,8.865300545,10.425908185,-1.56060764,2.862862587,19.727916582,22.590779169,23684,518
12,073,Leon County,155493,4780,3.1,FL,10819,32510,48977,77725,275487,275483,293582,1925,2984,1945,1039,420,479,899,-13,15020,10.197543226,6.646857096,3.550686130,1.435311044,1.636938071,3.072249115,12429,118
12,075,Levy County,16725,621,3.7,FL,4590,11990,8908,3683,40801,40798,41503,705,409,551,-142,-1,845,844,3,334,9.939125891,13.389873756,-3.450747865,-0.024301041,20.534379898,20.510078857,1159,12
12,077,Liberty County,2639,94,3.6,FL,1119,2877,1250,761,8365,8365,8354,-73,71,77,-6,-5,-62,-67,0,2050,8.461951016,9.177045468,-0.715094452,-0.595912043,-7.389309338,-7.985221381,539,11
12,079,Madison County,7469,281,3.8,FL,2597,5128,3871,1854,19224,19226,18493,-47,177,239,-62,15,1,16,-1,2021,9.559041936,12.907406907,-3.348364972,0.810088300,0.054005887,0.864094186,1084,25
12,081,Manatee County,179993,5611,3.1,FL,29910,84529,81838,81512,322833,322879,403253,8866,3482,4334,-852,710,8954,9664,54,4813,8.730755729,10.867057821,-2.136302091,1.780251743,22.451231132,24.231482874,13550,330
12,083,Marion County,137624,5289,3.8,FL,32787,97059,79054,50132,331298,331299,365579,6517,3495,5162,-1667,15,8136,8151,33,9215,9.646155821,14.247054748,-4.600898928,0.041399810,22.455257155,22.496656965,10977,350
12,085,Martin County,74119,2333,3.1,FL,11465,30512,39252,40081,146318,146852,161000,258,1258,2026,-768,71,962,1033,-7,4213,7.819930255,12.59394173,-4.774011475,0.441347415,5.979946665,6.421294080,5425,167
12,086,Miami-Dade County,1383989,33065,2.4,FL,355875,533542,479454,553997,2496435,2497993,2716940,2086,30789,21689,9100,38016,-45174,-7158,144,42224,11.336586034,7.985943502,3.350642532,13.997585328,-16.63317865,-2.635593323,186808,3662
12,087,Monroe County,46755,963,2.1,FL,5180,16274,18296,19850,73090,73090,74228,-529,685,736,-51,273,-750,-477,-1,1995,9.195556600,9.880189281,-0.684632681,3.664798470,-10.06812766,-6.403329194,2334,25
12,089,Nassau County,41210,1210,2.9,FL,5083,19277,17927,16633,73314,73310,88625,2689,858,979,-121,-15,2813,2798,12,543,9.830374482,11.216709345,-1.386334863,-0.171859694,32.229421234,32.05756154,2504,52
12,091,Okaloosa County,96940,2598,2.7,FL,11232,33908,50253,42110,180822,180824,210738,3804,2692,1940,752,76,2961,3037,15,4831,12.890497807,9.289586087,3.600911720,0.363921929,14.178589898,14.542511827,6544,130
12,093,Okeechobee County,17801,617,3.5,FL,7063,10874,7130,3217,39996,39996,42168,514,542,447,95,61,358,419,0,3027,12.93216578,10.665457756,2.266708024,1.455465152,8.541910238,9.997375391,1763,38
12,095,Orange County,762737,22173,2.9,FL,101305,216036,265083,297568,1145956,1145957,1393452,11912,16922,8890,8032,7258,-3333,3925,-45,35752,12.196071196,6.407225678,5.788845517,5.231006071,-2.402169087,2.828836984,46724,559
12,097,Osceola County,184329,6046,3.3,FL,29463,71032,76320,45730,268685,268685,375751,7295,4498,2465,2033,1208,4041,5249,13,3286,12.088034646,6.624500979,5.463533667,3.246408593,10.859881726,14.10629032,14380,207
12,099,Palm Beach County,733663,23969,3.3,FL,124483,258521,295287,376461,1320134,1320135,1496770,13894,14947,15460,-513,7748,6712,14460,-53,21855,10.032735432,10.377071639,-0.344336206,5.200617792,4.505233172,9.705850963,52777,1588
12,101,Pasco County,237941,8310,3.5,FL,40540,122411,120459,86702,464697,464705,553947,14857,5186,6466,-1280,519,15563,16082,55,5794,9.489157275,11.831255484,-2.342098209,0.949647633,28.476620645,29.426268278,11063,244
12,103,Pinellas County,494185,14713,3,FL,65119,207182,233441,226810,916542,916800,974996,1938,8104,12833,-4729,1336,5351,6687,-20,19925,8.320097903,13.175199455,-4.855101553,1.371625222,5.493687547,6.865312768,26214,823
12,105,Polk County,305752,11280,3.7,FL,70084,163614,135806,92267,602095,602073,724777,18180,8043,7237,806,673,16638,17311,63,13797,11.238152991,10.111962352,1.126190639,0.940355211,23.247592872,24.187948083,23306,623
12,107,Putnam County,26563,1150,4.3,FL,9887,21110,14426,6417,74364,74377,74521,478,826,1033,-207,-24,705,681,4,1422,11.119786759,13.906464554,-2.786677795,-0.323093078,9.490859158,9.167766081,2412,50
12,109,St. Johns County,132464,3494,2.6,FL,9024,35717,49075,72856,190039,190038,264672,10858,2216,2105,111,83,10628,10711,36,2966,8.547964651,8.119794941,0.428169709,0.320162936,40.996285338,41.316448274,6639,85
12,111,St. Lucie County,145111,5722,3.9,FL,30609,74301,70816,44830,277789,277255,328297,7872,3082,3501,-419,603,7656,8259,32,3040,9.501758843,10.793529432,-1.291770589,1.859039774,23.603330857,25.46237063,9179,336
12,113,Santa Rosa County,82903,2455,3,FL,10001,32223,42977,33286,151372,151371,184313,5018,1971,1692,279,-68,4787,4719,20,6169,10.841345625,9.306725925,1.534619700,-0.374029174,26.330553783,25.956524609,6021,88
12,115,Sarasota County,189137,5849,3.1,FL,23543,95464,95325,113751,379448,379433,433742,7413,2835,6127,-3292,724,9945,10669,36,6004,6.592478993,14.247660949,-7.655181956,1.683581937,23.125997737,24.809579674,9811,344
12,117,Seminole County,255529,7444,2.9,FL,18207,69293,109473,122008,422718,422710,471826,3704,4714,3672,1042,836,1840,2676,-14,3513,10.030342104,7.813198177,2.217143927,1.778821807,3.915110198,5.693932005,10470,241
12,119,Sumter County,32628,1502,4.6,FL,9130,32762,32750,33688,93420,93420,132420,3701,478,2017,-1539,-57,5269,5212,28,8271,3.660885582,15.447711755,-11.78682617,-0.436549118,40.353987723,39.917438605,2960,86
12,121,Suwannee County,18046,619,3.4,FL,5739,12165,8511,4554,41551,41555,44417,238,444,561,-117,-5,361,356,-1,2509,10.02302587,12.664228633,-2.641202763,-0.112871913,8.149352115,8.036480202,3022,78
12,123,Taylor County,8229,295,3.6,FL,3628,6969,4307,1184,22570,22574,21569,24,216,258,-42,4,62,66,0,2430,10.019947117,11.968270167,-1.948323051,0.185554576,2.876095932,3.061650508,1496,18
12,125,Union County,4638,137,3,FL,2589,4252,3437,933,15535,15535,15237,-91,149,224,-75,0,-16,-16,0,4810,9.749713725,14.657287747,-4.907574023,0,-1.046949125,-1.046949125,1147,45
12,127,Volusia County,254312,8767,3.4,FL,38984,125238,133282,91702,494593,494596,553284,7183,4933,7178,-2245,420,8975,9395,33,14476,8.974108251,13.058209817,-4.084101566,0.764063545,16.327310269,17.091373814,13008,322
12,129,Wakulla County,14921,434,2.9,FL,2773,8253,7732,4225,30776,30783,33739,1326,329,276,53,-2,1263,1261,12,3249,9.946789213,8.344418914,1.602370299,-0.060466804,38.184786552,38.124319748,1334,11
12,131,Walton County,31577,892,2.8,FL,5553,13295,15675,13686,55043,55046,74071,3339,780,718,62,5,3252,3257,20,2030,10.77325746,9.916921611,0.856335849,0.069059343,44.916196488,44.98525583,2526,30
12,133,Washington County,9678,330,3.4,FL,3308,7323,4928,2069,24896,24896,25473,680,257,305,-48,9,715,724,4,2619,10.225599809,12.135439462,-1.909839653,0.358094935,28.448653165,28.8067481,1255,24
13,001,Appling County,9306,361,3.9,GA,3148,4722,3260,1193,18236,18238,18386,-140,225,213,12,2,-154,-152,0,416,12.191157347,11.540962289,0.650195059,0.108365843,-8.344169918,-8.235804075,1264,38
13,003,Atkinson County,4695,143,3,GA,1615,2109,987,519,8375,8380,8165,-97,122,61,61,-1,-156,-157,-1,21,14.853594692,7.426797346,7.426797346,-0.121750776,-18.99312108,-19.11487186,546,6
13,005,Bacon County,4966,176,3.5,GA,1372,3112,2196,749,11096,11097,11164,32,158,108,50,-5,-14,-19,1,296,14.17294582,9.687836383,4.485109437,-0.448510944,-1.255830642,-1.704341586,710,16
13,007,Baker County,1163,55,4.7,GA,503,901,627,284,3451,3447,3038,-48,30,22,8,-1,-55,-56,0,0,9.797517962,7.184846506,2.612671457,-0.326583932,-17.96211626,-18.2887002,106,6
13,009,Baldwin County,17409,738,4.2,GA,4375,10205,7611,5869,45720,45840,44890,-3,411,480,-69,27,42,69,-3,5828,9.155408039,10.692447345,-1.537039306,0.601450163,0.935589143,1.537039306,2421,65
13,011,Banks County,9616,264,2.7,GA,2937,5205,3032,1647,18395,18379,19234,262,219,158,61,11,191,202,-1,0,11.464167932,8.270952207,3.193215725,0.575825787,9.998429566,10.574255353,586,8
13,013,Barrow County,40385,1138,2.8,GA,8524,17273,15626,8862,69367,69356,83240,2406,1062,659,403,44,1949,1993,10,360,12.945378305,8.032960737,4.912417568,0.536343357,23.757572803,24.29391616,2811,51
13,015,Bartow County,50539,1654,3.3,GA,11720,22762,21110,13471,100157,100092,107738,1360,1268,982,286,20,1050,1070,4,1034,11.844047152,9.172598031,2.671449121,0.186814624,9.807767752,9.994582376,3996,96
13,017,Ben Hill County,5348,295,5.5,GA,1977,5044,3009,1370,17634,17660,16700,-122,197,225,-28,6,-100,-94,0,297,11.75347533,13.424020047,-1.670544717,0.357973868,-5.966231132,-5.608257264,946,34
13,019,Berrien County,7474,298,4,GA,2864,5526,3119,1541,19286,19293,19397,131,236,237,-1,12,120,132,0,202,12.208054212,12.259783255,-0.051729043,0.620748519,6.207485193,6.828233712,595,14
13,021,Bibb County,67896,2647,3.9,GA,14227,31489,28431,25616,155547,155783,153159,256,2074,1745,329,130,-193,-63,-10,6736,13.552809561,11.402918363,2.149891199,0.849501082,-1.261182375,-0.411681293,6846,200
13,023,Bleckley County,4531,228,5,GA,975,3278,2253,1355,13063,13064,12873,52,129,110,19,5,28,33,0,1410,10.041254768,8.562310267,1.478944501,0.389195921,2.179497159,2.568693080,635,27
13,025,Brantley County,7258,294,4.1,GA,2510,5842,3155,1025,18411,18428,19109,124,221,216,5,1,118,119,0,89,11.602877094,11.340368562,0.262508531,0.052501706,6.195201344,6.247703050,668,13
13,027,Brooks County,6901,233,3.4,GA,1912,4223,3275,1686,16243,16314,15457,-22,149,199,-50,12,17,29,-1,49,9.632790277,12.865270235,-3.232479959,0.775795190,1.099043186,1.874838376,595,26
13,029,Bryan County,18286,548,3,GA,1819,5772,7616,7357,30233,30215,39627,1568,541,258,283,-3,1289,1286,-1,98,13.92786345,6.642123420,7.285740030,-0.077233993,33.184872435,33.107638442,1351,16
13,031,Bulloch County,36540,1370,3.7,GA,5445,11331,13337,11359,70217,70243,79608,2366,890,561,329,84,1935,2019,18,6529,11.348422059,7.153331208,4.195090851,1.071087026,24.673254702,25.744341728,3518,33
13,033,Burke County,9154,465,5.1,GA,3059,5503,4286,1857,23316,23326,22383,-56,290,247,43,-2,-96,-98,-1,295,12.940074071,11.021373433,1.918700638,-0.08924189,-4.283610727,-4.372852617,1080,12
13,035,Butts County,10737,360,3.4,GA,3479,7362,3986,1902,23655,23695,24936,744,291,278,13,-3,727,724,7,3015,11.846604787,11.31737502,0.529229767,-0.122129946,29.596156978,29.474027031,857,44
13,037,Calhoun County,2233,81,3.6,GA,1217,1863,1218,446,6694,6697,6189,-164,53,49,4,2,-171,-169,1,1701,8.451602615,7.813745814,0.637856801,0.318928401,-27.26837825,-26.94944985,292,10
13,039,Camden County,20869,756,3.6,GA,2709,10372,11815,8083,50513,50512,54666,1015,768,372,396,-29,645,616,3,2018,14.180599537,6.868727900,7.311871636,-0.535465347,11.909487892,11.374022545,1495,18
13,043,Candler County,5548,165,3,GA,1683,2596,1895,1013,10998,10999,10803,-24,130,125,5,2,-30,-28,-1,267,12.020342117,11.558021267,0.462320851,0.184928340,-2.773925104,-2.588996764,576,25
13,045,Carroll County,55210,1885,3.4,GA,11868,24160,21819,14982,110527,110570,119992,1995,1535,1093,442,55,1494,1549,4,4111,12.899755871,9.185298480,3.714457391,0.462206236,12.555202131,13.017408368,4162,77
13,047,Catoosa County,33517,999,3,GA,5727,14760,15637,9461,63942,63925,67580,200,674,676,-2,2,204,206,-4,468,9.988144635,10.017783047,-0.029638411,0.029638411,3.023117961,3.052756372,1509,23
13,049,Charlton County,4785,181,3.8,GA,2417,3532,2138,953,12171,12171,13392,473,109,107,2,85,383,468,3,2576,8.285507962,8.133480293,0.152027669,6.461175934,29.11329862,35.574474554,728,10
13,051,Chatham County,139657,4605,3.3,GA,19951,46729,61594,63823,265128,265127,289430,264,3549,2570,979,304,-994,-690,-25,14754,12.267627153,8.883573340,3.384053813,1.050819570,-3.435903463,-2.385083893,9654,191
13,053,Chattahoochee County,1997,91,4.6,GA,350,1263,1638,1627,11267,11263,10907,307,239,24,215,38,53,91,1,2513,22.225321988,2.231831497,19.993490491,3.533733203,4.928627889,8.462361092,1826,1
13,055,Chattooga County,10307,512,5,GA,4598,6614,4191,1675,26015,26022,24789,7,299,310,-11,5,13,18,0,1280,12.063504872,12.507312743,-0.443807872,0.201730851,0.524500212,0.726231063,1012,29
13,057,Cherokee County,135814,3696,2.7,GA,13931,36896,51003,59717,214346,214381,258773,4859,2721,1656,1065,217,3561,3778,16,1624,10.614663528,6.460081882,4.154581645,0.846520392,13.891516656,14.738037048,7959,102
13,059,Clarke County,59096,2099,3.6,GA,8950,14668,16220,29655,116714,116688,128331,1063,1339,806,533,326,205,531,-1,10413,10.477349285,6.306753939,4.170595347,2.550870700,1.604075133,4.154945833,6859,50
13,061,Clay County,880,61,6.9,GA,443,927,647,173,3183,3186,2834,-50,22,35,-13,-2,-34,-36,-1,57,7.694998251,12.242042672,-4.547044421,-0.699545296,-11.89227002,-12.59181532,131,3
13,063,Clayton County,137796,5816,4.2,GA,26249,56696,55639,33538,259424,259630,292256,3059,4074,1852,2222,423,408,831,6,4773,14.013170454,6.370248326,7.642922128,1.454975725,1.403380841,2.858356565,8927,179
13,065,Clinch County,2654,104,3.9,GA,1312,1428,1258,500,6798,6792,6618,15,83,57,26,8,-18,-10,-1,126,12.555782467,8.622645791,3.933136677,1.210195901,-2.722940776,-1.512744876,495,13
13,067,Cobb County,425167,12575,3,GA,40881,93091,132011,231209,688078,688065,760141,4071,9155,4719,4436,1754,-2114,-360,-5,9690,12.076155627,6.224727297,5.851428330,2.313662149,-2.788530092,-0.474867944,24288,459
13,069,Coffee County,18869,731,3.9,GA,6311,10771,7142,3683,42356,42347,43273,218,592,411,181,-1,37,36,1,3277,13.715132981,9.521823742,4.193309239,-0.023167454,0.857195811,0.834028357,2536,64
13,071,Colquitt County,21377,675,3.2,GA,7704,11593,6476,3666,45498,45496,45600,145,605,471,134,-18,29,11,0,1232,13.288671682,10.34539564,2.943276042,-0.395365438,0.636977651,0.241612212,2476,40
13,073,Columbia County,75134,2274,3,GA,7185,24250,31747,34160,124053,124016,156714,2637,1770,1035,735,75,1833,1908,-6,713,11.390291225,6.660424530,4.729866695,0.482639459,11.79570837,12.278347829,4979,66
13,075,Cook County,7988,270,3.4,GA,2261,3879,3377,1752,17212,17207,17270,99,205,203,2,0,97,97,0,143,11.904416248,11.788275602,0.116140646,0,5.632821347,5.632821347,666,16
13,077,Coweta County,74594,2184,2.9,GA,10498,26772,28357,27895,127317,127369,148509,2511,1680,1096,584,110,1811,1921,6,637,11.408896902,7.442947027,3.965949876,0.747011107,12.29851922,13.045530327,3904,63
13,079,Crawford County,5605,201,3.6,GA,1447,3458,2967,907,12630,12601,12404,70,91,133,-42,7,106,113,-1,142,7.357102433,10.752688172,-3.395585739,0.565930956,8.569811626,9.135742582,213,6
13,081,Crisp County,9433,368,3.9,GA,2999,5899,4121,2066,23439,23433,22372,-245,256,289,-33,11,-224,-213,1,478,11.380559692,12.847584965,-1.467025273,0.489008424,-9.957989731,-9.468981307,830,23
13,083,Dade County,8209,268,3.3,GA,2315,3966,3272,1540,16633,16643,16116,-111,151,183,-32,-7,-73,-80,1,985,9.337414587,11.316204434,-1.978789846,-0.432860279,-4.514114337,-4.946974616,387,6
13,085,Dawson County,12320,349,2.8,GA,2376,4851,4597,5163,22330,22382,26108,981,271,239,32,6,937,943,6,109,10.578705963,9.329559871,1.249146092,0.234214892,36.576558993,36.810773885,954,11
13,087,Decatur County,11540,439,3.8,GA,3272,6428,5505,2592,27842,27842,26404,-169,361,331,30,-4,-194,-198,-1,1053,13.628555788,12.495988825,1.132566963,-0.151008928,-7.323933028,-7.474941956,1439,35
13,089,DeKalb County,399354,13654,3.4,GA,55530,104713,124874,218302,691893,691961,759297,4391,10825,5028,5797,3831,-5190,-1359,-47,11879,14.297950803,6.641117472,7.656833331,5.060087716,-6.855091424,-1.795003708,22641,403
13,091,Dodge County,7081,381,5.4,GA,2502,6310,4071,2045,21796,21796,20605,-188,215,240,-25,5,-166,-161,-2,1817,10.386975216,11.594763032,-1.207787816,0.241557563,-8.019711097,-7.778153534,926,19
13,093,Dooly County,5071,191,3.8,GA,2506,3995,2449,1137,14918,14925,13390,-319,88,118,-30,-2,-287,-289,0,1879,6.494704602,8.708808443,-2.214103841,-0.147606923,-21.18159342,-21.32920034,430,18
13,095,Dougherty County,38327,1818,4.7,GA,10120,16792,18578,12376,94565,94564,87956,-1244,1255,951,304,48,-1601,-1553,5,4499,14.168303642,10.73630021,3.432003432,0.541895279,-18.07446544,-17.53257016,3492,191
13,097,Douglas County,73217,2577,3.5,GA,10972,28029,27480,24762,132403,132282,146343,1319,1720,1047,673,38,615,653,-7,1255,11.806415963,7.186812508,4.619603455,0.260839422,4.221480126,4.482319549,4538,73
13,099,Early County,4372,171,3.9,GA,1380,2501,1975,1085,11008,11008,10190,-96,128,142,-14,4,-86,-82,0,137,12.502441883,13.869896464,-1.367454581,0.390701309,-8.40007814,-8.009376831,597,35
13,101,Echols County,1909,53,2.8,GA,807,1081,694,250,4034,4023,4006,6,26,12,14,7,-14,-7,-1,0,6.495128654,2.997751686,3.497376967,1.748688484,-3.497376967,-1.748688484,257,2
13,103,Effingham County,30889,889,2.9,GA,4568,14388,11462,7647,52250,52255,64296,2068,795,478,317,30,1719,1749,2,607,12.566785748,7.555878727,5.010907022,0.474218330,27.172710316,27.646928646,1899,29
13,105,Elbert County,7658,306,4,GA,3052,5828,3183,1466,20166,20164,19194,99,206,266,-60,-2,163,161,-2,275,10.760270574,13.894329964,-3.13405939,-0.104468646,8.514194677,8.409726031,841,10
13,107,Emanuel County,8287,440,5.3,GA,3085,6361,3551,1835,22598,22596,22646,39,295,274,21,-2,22,20,-2,1367,13.037809648,12.109694385,0.928115263,-0.08839193,0.972311228,0.883919298,1281,39
13,109,Evans County,4862,164,3.4,GA,1857,2709,1544,1119,11000,11002,10654,-48,127,128,-1,0,-47,-47,0,403,11.893613036,11.987263532,-0.093650496,0,-4.401573328,-4.401573328,518,7
13,111,Fannin County,11512,380,3.3,GA,2539,6545,5948,4057,23682,23709,26188,207,223,349,-126,-5,337,332,1,160,8.549138377,13.379593245,-4.830454868,-0.191684717,12.919549924,12.727865207,869,27
13,113,Fayette County,57985,1729,3,GA,3926,15659,20775,35115,106567,106560,114421,1240,875,897,-22,166,1116,1282,-20,492,7.688860379,7.882180297,-0.193319918,1.458686655,9.806592209,11.265278864,2484,57
13,115,Floyd County,44144,1689,3.8,GA,12190,21185,17609,13103,96317,96314,98498,534,1133,1140,-7,152,391,543,-2,3726,11.534037117,11.605297717,-0.0712606,1.547373029,3.980413515,5.527786544,4286,61
13,117,Forsyth County,122076,3339,2.7,GA,10170,23577,34864,73406,175511,175484,244252,7259,2435,1340,1095,409,5743,6152,12,652,10.119585658,5.568889027,4.550696631,1.699757920,23.867260959,25.567018878,5261,54
13,119,Franklin County,9942,350,3.5,GA,3072,6169,4047,2077,22084,22093,23349,315,287,300,-13,26,301,327,1,816,12.375223681,12.935773883,-0.560550202,1.121100403,12.978893129,14.099993532,989,18
13,121,Fulton County,556954,19349,3.5,GA,54469,125382,153965,352847,920581,920445,1063937,13806,12612,7418,5194,3003,5556,8559,53,34098,11.931498892,7.017749666,4.913749227,2.840968219,5.256216924,8.097185143,33817,628
13,123,Gilmer County,11861,417,3.5,GA,3951,7962,5562,4382,28292,28294,31369,534,313,367,-54,-1,586,585,3,171,10.063661501,11.799884252,-1.736222751,-0.032152273,18.841232075,18.809079802,1135,23
13,125,Glascock County,1272,47,3.7,GA,467,869,540,186,3082,3086,2971,-6,29,35,-6,0,0,0,0,86,9.751176866,11.768661735,-2.017484869,0,0,0,61,2
13,127,Glynn County,39345,1306,3.3,GA,7039,15721,18231,17267,79626,79627,85292,317,916,923,-7,8,318,326,-2,1538,10.759571731,10.841795533,-0.082223801,0.093970059,3.735309837,3.829279896,3865,104
13,129,Gordon County,27976,951,3.4,GA,8430,13301,10601,5449,55186,55221,57963,335,669,571,98,23,217,240,-3,669,11.575295655,9.879661911,1.695633743,0.397954858,3.754617574,4.152572432,2586,47
13,131,Grady County,10449,356,3.4,GA,3343,6410,4805,2391,25011,25013,24633,-141,299,264,35,0,-178,-178,2,200,12.10354808,10.686744793,1.416803287,0,-7.205456717,-7.205456717,915,25
13,133,Greene County,7010,270,3.9,GA,2133,4259,2998,3273,15994,15996,18324,591,176,228,-52,25,616,641,2,177,9.762320770,12.646642816,-2.884322046,1.386693291,34.168122695,35.554815986,638,25
13,135,Gwinnett County,489610,14728,3,GA,70656,130489,164871,206823,805321,805286,936250,8913,11368,4729,6639,2348,-59,2289,-15,4947,12.200128033,5.075158820,7.124969213,2.519871624,-0.06331875,2.456552874,33063,450
13,137,Habersham County,19069,658,3.5,GA,6464,9987,7634,5541,43041,43032,45328,-45,537,449,88,2,-134,-132,-1,2387,11.841104288,9.900662617,1.940441671,0.044100947,-2.954763454,-2.910662506,1927,78
13,139,Hall County,102061,2839,2.8,GA,27479,34930,34141,30566,179684,179724,204441,2903,2586,1600,986,73,1830,1903,14,2962,12.7395752,7.882181098,4.857394102,0.359624513,9.015244631,9.374869143,11002,179
13,141,Hancock County,2447,135,5.5,GA,1906,2866,1326,590,9429,9401,8457,89,49,120,-71,4,155,159,1,1301,5.824665676,14.26448737,-8.439821694,0.475482912,18.424962853,18.900445765,427,44
13,143,Haralson County,12557,416,3.3,GA,3799,7208,5934,2762,28780,28775,29792,231,350,347,3,-5,235,230,-2,350,11.793843614,11.692753526,0.101090088,-0.16848348,7.918723569,7.750240089,846,11
13,145,Harris County,16649,510,3.1,GA,2166,5515,8773,7015,32024,31994,35236,676,307,332,-25,-2,707,705,-4,456,8.797065734,9.513439166,-0.716373431,-0.057309874,20.259040633,20.201730758,893,25
13,147,Hart County,11303,400,3.5,GA,3598,6742,5263,2785,25213,25210,26205,134,249,312,-63,-2,199,197,0,662,9.526360089,11.936643967,-2.410283878,-0.076516949,7.613436376,7.536919428,622,17
13,149,Heard County,5248,175,3.3,GA,1665,3489,2089,783,11834,11829,11923,52,125,128,-3,-2,57,55,0,130,10.506850467,10.759014878,-0.252164411,-0.168109607,4.791123813,4.623014205,284,6
13,151,Henry County,115495,4086,3.5,GA,13591,44282,44080,40226,203922,203777,234561,4833,2602,1679,923,26,3894,3920,-10,982,11.208536063,7.232564200,3.975971862,0.111999207,16.774035138,16.886034345,6973,114
13,153,Houston County,70345,2340,3.3,GA,9032,26902,35988,26999,139900,139819,157863,2340,1958,1284,674,141,1528,1669,-3,1521,12.495771987,8.194367330,4.301404658,0.899848749,9.751552399,10.651401147,4001,95
13,155,Irwin County,3328,156,4.7,GA,1142,2518,1657,889,9538,9513,9416,20,104,114,-10,-1,31,30,0,1147,11.056772273,12.119923453,-1.06315118,-0.106315118,3.295768658,3.189453540,381,8
13,157,Jackson County,36518,968,2.7,GA,7216,14274,13437,9306,60485,60461,72977,2652,918,614,304,26,2311,2337,11,724,12.812103111,8.569315153,4.242787958,0.362870023,32.253562407,32.616432429,2587,42
13,159,Jasper County,6939,213,3.1,GA,2015,3662,2726,1016,13900,13894,14219,190,145,138,7,-1,180,179,4,95,10.266213537,9.770603229,0.495610309,-0.070801473,12.744265081,12.673463608,361,4
13,161,Jeff Davis County,6051,279,4.6,GA,2165,3920,2651,969,15068,15074,15115,67,190,150,40,9,18,27,0,112,12.598216358,9.945960282,2.652256075,0.596757617,1.193515234,1.790272851,915,23
13,163,Jefferson County,6572,312,4.7,GA,2657,4399,2429,1175,16930,16916,15362,-62,179,226,-47,5,-19,-14,-1,600,11.628662379,14.681998311,-3.053335932,0.324822972,-1.234327292,-0.90950432,892,33
13,165,Jenkins County,3143,160,5.1,GA,1204,2358,1716,538,8340,8333,8676,-89,97,107,-10,9,-88,-79,0,1181,11.123215412,12.26993865,-1.146723238,1.032050915,-10.0911645,-9.059113583,479,32
13,167,Johnson County,4036,147,3.6,GA,1531,2959,1537,701,9980,9974,9643,-63,105,113,-8,-2,-54,-56,1,1650,10.853274071,11.680190191,-0.82691612,-0.20672903,-5.581683808,-5.788412838,491,23
